"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","BTO","1","$0.97","($97.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","BTO","1","$0.97","($97.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","BTO","4","$0.97","($388.12)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","STC","1","$0.07","$6.95"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","STC","1","$0.07","$6.95"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","STC","1","$0.07","$6.95"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","STC","95","$0.07","$661.87"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","STC","1","$0.07","$6.95"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","STC","1","$0.07","$6.95"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","5","$0.09","($45.15)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","1","$0.09","($9.03)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","9","$0.09","($81.27)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","6","$0.09","($54.18)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","9","$0.09","($81.27)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","1","$0.14","($14.03)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","7","$0.14","($98.21)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","7","$0.14","($98.21)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","1","$0.14","($14.03)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","7","$0.14","($98.21)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","13","$0.14","($182.39)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","1","$0.14","($14.03)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","1","$0.14","($14.03)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","1","$0.14","($14.03)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","1","$0.14","($14.03)"
"3/15/2024","3/15/2024","3/18/2024","DIS","DIS 3/15/2024 Call $114.00","BTO","30","$0.14","($420.90)"
"3/15/2024","3/15/2024","3/18/2024","","ACH Deposit","ACH","","","$1,000.00"
"3/15/2024","3/15/2024","3/18/2024","NFLX","NFLX 3/15/2024 Call $630.00","STC","10","$0.24","$239.66"
"3/15/2024","3/15/2024","3/18/2024","NFLX","NFLX 3/15/2024 Call $630.00","BTO","4","$0.53","($212.12)"
"3/15/2024","3/15/2024","3/18/2024","NFLX","NFLX 3/15/2024 Call $630.00","BTO","3","$0.53","($159.09)"
"3/15/2024","3/15/2024","3/18/2024","NFLX","NFLX 3/15/2024 Call $630.00","BTO","1","$0.74","($74.03)"
"3/15/2024","3/15/2024","3/18/2024","NFLX","NFLX 3/15/2024 Call $630.00","BTO","2","$1.00","($200.06)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","3","$0.15","$44.89"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","41","$0.15","$613.65"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","16","$0.15","$239.47"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$0.22","($22.03)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$0.22","($22.03)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","5","$0.22","($110.15)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","3","$0.22","($66.09)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","3","$0.22","($66.09)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","22","$0.22","($484.66)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$0.22","($22.03)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$0.22","($22.03)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","22","$0.22","($484.66)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$0.20","($20.03)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","7","$0.13","$90.76"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","18","$0.13","$233.40"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","13","$0.13","$168.56"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","2","$0.13","$25.92"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","2","$0.13","$25.92"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","7","$0.13","$90.76"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","3","$0.13","$38.89"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","1","$0.13","$12.95"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","2","$0.13","$25.92"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","5","$0.13","$64.83"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","60","$0.16","($961.80)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","60","$0.14","$838.02"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","10","$0.17","($170.30)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","10","$0.17","($170.30)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","40","$0.22","($881.20)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","1","$0.14","$13.95"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","39","$0.14","$544.71"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","9","$0.19","($171.27)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$0.19","($19.03)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","30","$0.21","($630.90)"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","20","$0.56","$1,119.33"
"3/14/2024","3/14/2024","3/15/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","20","$0.48","($960.60)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","STC","9","$0.54","$485.69"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","STC","5","$0.54","$269.83"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","STC","3","$0.55","$164.89"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","STC","3","$0.55","$164.89"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","BTO","2","$0.55","($110.06)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","BTO","3","$0.55","($165.09)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","BTO","1","$0.55","($55.03)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","BTO","1","$0.55","($55.03)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","BTO","4","$0.55","($220.12)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Put $112.00","BTO","9","$0.55","($495.27)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","STC","50","$0.18","$898.35"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","12","$0.24","($288.36)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","9","$0.24","($216.27)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","1","$0.24","($24.03)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","1","$0.24","($24.03)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","1","$0.24","($24.03)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","7","$0.24","($168.21)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","9","$0.24","($216.27)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","7","$0.24","($168.21)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","3","$0.24","($72.09)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","STC","22","$0.30","$659.27"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","STC","28","$0.30","$839.07"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","6","$0.33","($198.18)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","7","$0.33","($231.21)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","1","$0.33","($33.03)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","16","$0.33","($528.48)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","1","$0.44","($44.03)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","9","$0.45","($405.27)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","5","$0.45","($225.15)"
"3/13/2024","3/13/2024","3/14/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","5","$0.45","($225.15)"
"3/13/2024","3/13/2024","3/14/2024","","ACH Withdrawal","ACH","","","($4,450.00)"
"3/13/2024","3/13/2024","3/14/2024","RH","RH 3/15/2024 Call $290.00","STC","10","$11.00","$10,999.58"
"3/12/2024","3/12/2024","3/13/2024","","ACH Deposit","ACH","","","$15.00"
"3/12/2024","3/12/2024","3/13/2024","RH","RH 3/15/2024 Call $290.00","BTO","2","$3.20","($640.06)"
"3/12/2024","3/12/2024","3/13/2024","RH","RH 3/15/2024 Call $290.00","BTO","3","$4.60","($1,380.09)"
"3/12/2024","3/12/2024","3/13/2024","DIS","DIS 3/15/2024 Call $115.00","STC","30","$0.20","$599.01"
"3/11/2024","3/11/2024","3/12/2024","","ACH Deposit","ACH","","","$5.00"
"3/11/2024","3/11/2024","3/12/2024","RH","RH 3/15/2024 Call $290.00","BTO","2","$3.80","($760.06)"
"3/11/2024","3/11/2024","3/12/2024","RH","RH 3/15/2024 Call $290.00","BTO","1","$4.58","($458.03)"
"3/11/2024","3/11/2024","3/12/2024","RH","RH 3/15/2024 Call $290.00","BTO","1","$4.58","($458.03)"
"3/11/2024","3/11/2024","3/12/2024","RH","RH 3/15/2024 Call $290.00","BTO","1","$4.58","($458.03)"
"3/11/2024","3/11/2024","3/12/2024","DIS","DIS 3/15/2024 Call $115.00","BTO","30","$0.35","($1,050.90)"
"3/11/2024","3/11/2024","3/12/2024","","ACH Deposit","ACH","","","$50.00"
"3/11/2024","3/11/2024","3/12/2024","","ACH Deposit","ACH","","","$120.00"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","10","$1.15","$1,149.66"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$1.30","($130.03)"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","2","$1.30","($260.06)"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$1.30","($130.03)"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$1.29","($129.03)"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$1.30","($130.03)"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","3","$1.30","($390.09)"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","1","$1.29","($129.03)"
"3/11/2024","3/11/2024","3/12/2024","","ACH Deposit","ACH","","","$200.00"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","STC","10","$1.00","$999.66"
"3/11/2024","3/11/2024","3/12/2024","NFLX","NFLX 3/15/2024 Call $640.00","BTO","10","$1.25","($1,250.30)"
"3/8/2024","3/8/2024","3/11/2024","DIS","Option Expiration for DIS 3/8/2024 Call $118.00","OEXP","3S","",""
"3/8/2024","3/8/2024","3/11/2024","NFLX","Option Expiration for NFLX 3/8/2024 Call $675.00","OEXP","2S","",""
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","STC","2","$0.05","$9.92"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","STC","1","$0.05","$4.95"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","STC","4","$0.05","$19.86"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","STC","1","$0.05","$4.95"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","STC","1","$0.05","$4.95"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","STC","2","$0.05","$9.92"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","STC","1","$0.06","$5.95"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","BTO","4","$0.20","($80.12)"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","BTO","4","$0.30","($120.12)"
"3/8/2024","3/8/2024","3/11/2024","NFLX","NFLX 3/8/2024 Call $625.00","BTO","4","$0.28","($112.12)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","60","$0.07","$418.02"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","40","$0.07","$278.68"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","4","$0.08","($32.12)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","96","$0.08","($770.88)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","21","$0.08","$167.30"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","21","$0.08","$167.30"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","17","$0.08","$135.43"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","5","$0.08","$39.83"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","4","$0.08","$31.86"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","5","$0.08","$39.83"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","22","$0.08","$175.27"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","STC","5","$0.08","$39.83"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","5","$0.09","($45.15)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","2","$0.09","($18.06)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.09","($9.03)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.09","($9.03)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","15","$0.09","($135.45)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","5","$0.09","($45.15)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","5","$0.09","($45.15)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.09","($9.03)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","19","$0.09","($171.57)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.09","($9.03)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.09","($27.09)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.09","($27.09)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.09","($27.09)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","35","$0.09","($316.05)"
"3/7/2024","3/7/2024","3/8/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.09","($9.03)"
"3/7/2024","3/7/2024","3/8/2024","RH","RH 3/8/2024 Call $285.00","STC","29","$0.90","$2,609.02"
"3/7/2024","3/7/2024","3/8/2024","RH","RH 3/8/2024 Call $285.00","STC","1","$0.95","$94.95"
"3/7/2024","3/7/2024","3/8/2024","RH","RH 3/8/2024 Call $285.00","BTO","10","$0.75","($750.30)"
"3/6/2024","3/6/2024","3/7/2024","RH","RH 3/8/2024 Call $285.00","BTO","10","$1.10","($1,100.30)"
"3/6/2024","3/6/2024","3/7/2024","RH","RH 3/8/2024 Call $285.00","BTO","10","$1.00","($1,000.30)"
"3/6/2024","3/6/2024","3/6/2024","","External debit card transfer - account ending in 5329","DCF","","","$1,000.00"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","2","$0.14","$27.92"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.14","$13.95"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.14","$13.95"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","5","$0.14","$69.83"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","4","$0.14","$55.86"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","4","$0.14","$55.86"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.14","$13.95"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","10","$0.14","$139.66"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.14","$13.95"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","2","$0.14","$27.92"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.14","$13.95"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","5","$0.14","$69.83"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","6","$0.14","$83.79"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.14","$13.95"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","3","$0.14","$41.89"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","7","$0.14","$97.76"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","11","$0.14","$153.63"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","4","$0.14","$55.86"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","3","$0.14","$41.89"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","5","$0.14","$69.83"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","10","$0.14","$139.66"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.14","$13.95"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","10","$0.15","$149.66"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","2","$0.15","$29.92"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","BTO","45","$0.16","($721.35)"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","BTO","5","$0.16","($80.15)"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","BTO","50","$0.24","($1,201.50)"
"3/6/2024","3/6/2024","3/7/2024","BA","BA 3/8/2024 Call $210.00","STC","50","$0.19","$948.35"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.27","($27.03)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","20","$0.27","($540.60)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.27","($81.09)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","13","$0.27","($351.39)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","13","$0.27","($351.39)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","STC","20","$0.29","$579.33"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","STC","20","$0.29","$579.33"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","40","$0.32","($1,281.20)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","STC","8","$0.31","$247.73"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","STC","9","$0.31","$278.69"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","STC","20","$0.31","$619.33"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","STC","2","$0.31","$61.92"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","STC","1","$0.33","$32.95"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.36","($36.03)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.36","($36.03)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.36","($108.09)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.36","($108.09)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","2","$0.36","($72.06)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.39","($117.09)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.39","($39.03)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.39","($117.09)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","6","$0.39","($234.18)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","2","$0.39","($78.06)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","6","$0.39","($234.18)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.39","($39.03)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","4","$0.39","($156.12)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","3","$0.39","($117.09)"
"3/5/2024","3/5/2024","3/6/2024","BA","BA 3/8/2024 Call $210.00","BTO","1","$0.50","($50.03)"
"3/4/2024","3/4/2024","3/5/2024","NFLX","NFLX 3/8/2024 Call $675.00","BTO","2","$0.32","($64.06)"
"3/4/2024","3/4/2024","3/5/2024","DIS","DIS 3/8/2024 Call $118.00","BTO","3","$0.14","($42.09)"
"3/1/2024","3/1/2024","3/4/2024","RH","Option Expiration for RH 3/1/2024 Call $280.00","OEXP","2S","",""
"3/1/2024","3/1/2024","3/4/2024","RH","RH 3/1/2024 Call $280.00","BTO","2","$0.45","($90.06)"
"2/29/2024","2/29/2024","3/1/2024","RH","RH 3/1/2024 Call $280.00","STC","10","$0.75","$749.66"
"2/29/2024","2/29/2024","3/1/2024","RH","RH 3/1/2024 Call $280.00","BTO","6","$0.95","($570.18)"
"2/29/2024","2/29/2024","3/1/2024","RH","RH 3/1/2024 Call $280.00","BTO","2","$0.80","($160.06)"
"2/29/2024","2/29/2024","3/1/2024","RH","RH 3/1/2024 Call $280.00","BTO","1","$1.35","($135.03)"
"2/29/2024","2/29/2024","3/1/2024","RH","RH 3/1/2024 Call $280.00","BTO","1","$1.50","($150.03)"
